"year","seq","dis_group","dis_subgroup","dis_type","dis_subtype","dis_subsubtype","event_name","country_name","iso","region","continent","location","origin","associated_dis","associated_dis2","aid_contribution  ('000 US$)","dis_mag_value","dis_mag_scale","latitude","longitude","local_time","river_basin","start_year","start_month","start_day","end_year","end_month","end_day","no_killed","no_injured","no_affected","no_homeless","total_affected","total_dam","reconstr_dam","insur_dam"
2009,289,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Kabacan,Midsayap, Libungan, Pigcawayan, Alamada, Aleosan, Pikit (North Cotabato);  Sultan Kudarat, Sultan Mastura, Mangundadatu, Buluan, Pandag, South Upi, North Kabuntalan, Ampatuan, Shariff Aguak, Datu Abdullah Sangki, Matanog, Mamasapano, Buldon, Datu Odin Sinsuat (Maguindanao); Malabang, Kapatagan, Balabagan, Pualas, Calanugas (Lanao del Sur); Kiamba , Maasim, Malapatan, Maitum, Alabel, Glan (Sarangani); South Cotabato; Jose Abad Santos, Sarangani (Davao del Sur); Banga, Tupi, Norala, Polomolok (South Cotabato); Cotabato City; Barangay West and Baranguay Bawing (General Santos City); Lambayong, Isulan, Esperanza, Bagumbayan, Sen Ninoy Aquino, Kalamasig (Sultan Kudarat)","Torrential rains","Landslide / Mudslide",,,,"Km2",,,,,2009,7,4,2009,8,10,22,0,505102,0,505102,22960,0,0
2009,311,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Santolan, Sta Lucia, Maybunga baranguays (Pasig city); Malanday (Marikina city)","Monsoonal rains",,,,,"Km2",,,,"Marikina river",2009,8,5,2009,8,5,0,0,1578,0,1578,0,0,0
2009,321,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon Morakot (Kiko)","Philippines","PHL","South-Eastern Asia","Asia","Bagio city, Benguet, Capas, Tarlac, Bautista, Pangasingan, Botolan, Zambales, Mandaluyong city (Central and Northern Luzon)",,"Landslide / Mudslide","Flood",,,"Kph",,,,,2009,8,4,2009,8,8,26,18,94211,0,94229,25000,0,0
2009,360,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical storm Labuyo (Dujuan)","Philippines","PHL","South-Eastern Asia","Asia","Botolan (Zamables); Pilar, Morong, Hermosa, Dinalupihan (Bataan) - Region III; Sibalom (Antique); San Erique, Pontevedra, La Carlota City, Valladolid, Hinigaran (Negros Occidental) - Region VI; Bayawan city (Negros Oriental) - Region VII",,"Landslide / Mudslide",,,,,,,,,2009,9,2,2009,9,8,1,0,95700,0,95700,0,0,0
2009,373,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical depression Maring","Philippines","PHL","South-Eastern Asia","Asia","Botolan, Iba, San Antonio, San Felipe, San Marcelino (Zambales); Abucay, Bagac, Dinalupihan, Hermosa, Morong, Pilar, Samal (Battan); Apalit, Arayat, Bacolor, Floridabanca, Guagua, Lubao, Masantol, Mexico, Minalin, San Luis, Sasmuan, Stanta Ana, Santo Thomas (Pampanga); Balagtas, Calumpit, Guiguinto, Marilao, Meycauayan, San Miguel (Bulacan) - Region III; Calamba city (Calamba) - Region IV",,"Flood","Landslide / Mudslide",,,,,,,,2009,9,8,2009,9,9,15,0,388373,0,388373,6303,0,0
2009,374,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical Depression Nando","Philippines","PHL","South-Eastern Asia","Asia","Santa Teresita (Cagayan) - Region II; Silang (Cavite); Santa Cruz, Bay, Los Banos, Santa Rosa, Calamba, Banan, San Pedro (Laguna) - Region IV; Pasil (Kalinga) - CAR",,"Flood","Landslide / Mudslide",,,,,,,,2009,9,12,2009,9,13,3,3,48330,0,48333,0,0,0
2009,404,"Natural","Geophysical","Earthquake (seismic activity)","Earthquake (ground shaking)","--",,"Philippines","PHL","South-Eastern Asia","Asia","Pablacion, Norala, Panay, Santo Nino (South Cotabo)",,,,,"5.7","Richter"," 6.525 N","24.704 E",,,2009,9,18,2009,9,19,0,2,380,10,392,90,0,0
2009,414,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical storm \'Ondoy\' (Ketsana)","Philippines","PHL","South-Eastern Asia","Asia","Bolinao, Sual, Dagupan city (Pangasinan, Region I); Rizal, Cabarroguis (Quirino, Region II); Mandaluyong, Manila, Marikina, Muntinlupa, Navotas, Paranaque, Pasig, Las Pinas, Caloocan, Makati, Valenzuela, Malabon, Pateros, Quezon, Taguig, San Juan, Pasay cities (NCR, Region II); Balanga city, Orani, Mariveles, Hermosa (Bataan, Region III); Angat, Balagtas, Baliwag, Bocaue, Bulacan, Bustos, Calumpit, Guiguinto, Hagonoy, Malolos, Marilao, Meycauayan, Plaridel, San Miguel (Bulacan, Region III); Arayal, Bacolor, Lubao, Mabelacat, San Simon, San Luis, San Fernando city, Sto.Tomas, Floridablanca, Sta.Rita (Pampanga, Region III); Licab (Nueva Ecija, Region III); Calaca, Nasugbu, Lemery, Balayan, Bauan, Laurel, Tanauan city, Talisay (Batangas, Region IV-A); Pengil, Alaminos, Paete, Los Banos, Cabuyao, Bay, Lumban, Pila, Pakil, Victoria, Calamba city, Sta.Cruz (Laguna, Region IV-A); Tanay, Taytay, Angono, Morong, Rodriguez, San Mateo, Antipolo city, Teresa (Rizal, Region IV-A); GMA, Ge,.Trias, Carmona, Noveleta, Rosario, Tanza, Imus, Silang Bulihan, Maragondon, Ternate, Naic, Bacoor, Dasmarinas, Cavite city (Cavite, Region IV-A); Infanta (Quezon, Region IV-A); Magsaysay, San Jose (OCC Mindoro, Region IV-B); Naga city, Sangay, Pasacao (Camarines Sur, Region V); San Pascuan (Masbate, Region V), Pioduran (Albay, Region V); Pilar (Sorgoson, Region V); Zamboanga city (Zamboanga Del Sur, Region IX); Kalamasig (Sultan Kudarat, Region XII); Kabugao (Apayo, CAR); Kabayan (Benguet, CAR)",,"Flood",,95446,,"Kph",,,,,2009,9,24,2009,9,27,501,529,4901234,0,4901763,237489,0,0
2009,422,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon \'Pepeng\' (Parma)","Philippines","PHL","South-Eastern Asia","Asia","NCR; La Union, Pangasinan, Ilocos Norte, Ilocos Sur, (Region I); Isabela, Nueva Vizcaya, Cayagan (Region II); Aurora, Bulacan, Pampanga, Zambales, Nueva Ecija, Tarlac (Region III); Quezon, (Region IV-A); Albay, Camarines Sur, Catanduanes, Sorsogon (Region V); Negros Occidental (Region VI); Apayao, Mt.Province, Kalinga, Benguet, Abra (CAR)",,"Flood","Landslide / Mudslide",146,145,"Kph","17.57","121,422",,,2009,9,29,2009,10,10,512,207,4478284,0,4478491,585379,0,0
2009,478,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical storm \'Mirinae\' (Santi)","Philippines","PHL","South-Eastern Asia","Asia","NCR; Aurora, Bataan, Bulacan (Region III); Batangas, Cavite, Laguna, Quezon, Rizal (Region IV-A); Occidental Mindoro, Oriental Mindoro (REgion IV-B); Albay, Camarines Norte, Damarines Sur (Region V)",,"Landslide / Mudslide",,,140,"Kph",,,,,2009,10,28,2009,10,28,39,20,802155,0,802175,15194,0,0
2009,521,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical depression \'Urduja\'","Philippines","PHL","South-Eastern Asia","Asia","Agusan del Norte province (Caraga); Region VII; Region X",,"Landslide / Mudslide",,,,"Kph",,,,,2009,11,25,2009,11,25,4,13,48129,0,48142,12,0,0
2009,574,"Natural","Geophysical","Volcano","Volcanic eruption","--","Mount Mayon","Philippines","PHL","South-Eastern Asia","Asia","Camalig, Daraga, Legaspi city, Tabaco city, Malilipot, Santo Domingo, Legao city, Guinobatan",,"Earthquake",,100,,,,,,,2009,12,14,2009,12,20,0,0,47137,0,47137,0,0,0
2009,606,"Natural","Meteorological","Storm","Tropical cyclone","--","Goni (Jolina)","Philippines","PHL","South-Eastern Asia","Asia","Panay, Negros, Mindanao Islands",,"Flood",,,,,,,,,2009,8,1,2009,8,3,14,10,221412,0,221422,2888,0,0
2010,391,"Natural","Biological","Epidemic","Viral Infectious Diseases","--","Dengue","Philippines","PHL","South-Eastern Asia","Asia","National Capital, Ilocos, Cagayan Valley, Cordillera Administrative Region, Central Luzon, Calabarzon, Mimaropa, Bicol, Western Visayas, Eastern Visayas, Zamboanga Peninsula, Nordern Mindanao, Davao, Soccsksargen, Autonomos Region of Muslim Mindanao, Caraga",,,,,,,,,,,2010,1,1,2010,11,"--",737,123939,0,0,123939,0,0,0
2010,308,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon Conson (Basyang)","Philippines","PHL","South-Eastern Asia","Asia","Manila city, Muntinlupa city, Pateros (NCR); Dingalan (Aurora); Abucay, Bagac, Balanga, Limay, Mariveles, Morong, Orani, Orion, Samal (Battan); Malolos city (Bulacan); Masantol (Pampanga) - Region III; Agoncillo, Balayan, Balete, Calaca, Calatagan, Laurel, Lemery, Lian, Malvar, Nasugbu, San Nicolas, Santa Teresita, Talisay, Tuy (Batangas); Alfonso, Bacoor, Carmona, Cavite city, Gen. Mariano Alvarez, Indang, Kawit, Maragondon, Mendez, Naic, Noveleta, Rosario, Tagaytay city, Ternate, Trece Martires (Cavite); Alaminos, Bay, Binan, Calamba city, Calaun, Cavinti, Famy, Kalayaan, Liliw, Los Banos, Luisiana, Lumban, Mabitac, Magdalena, Majayjay, Nagcarlan, Paete, Pakil, Pangil, Pila, Rizal, San Pablo-city, Santa Cruz, Santa Maria, Santa Rosa city, Siniloan, Victoria (Lagunaà); Alabat, Aimonan, Calauag, Candelaria, Catanauan, General Luna, Infanta, Lopez, Lucban, Lucena city, Macalelon, Mauban, Perez, Polillo, Quezon, Real Tayabas city, Sampaloc, San Antonio, San Francisco, Sariaya, Tabayas city (Quezon); Angono, Antipolo city, Baras, Binangonan, Cainta, Cardona, Jala-Jala, Morong, Pililla, Rodriguez, Tanay, Taytay, Teresa (Rizal) - Region IV; Basud, Capalonga, Daet, Jose Panganiban, Labo, Mercedes, Paracale, San Lorenzo Ruiz, Santa Elena, Talisay, Vinzons (Camarines Norte); Bombon, Caramoan, Lagonoy, Pasacao, Siruma (Camarines Sur); Bagamanoc, Caramoran, Gigmoto, Pandan (Catanduanes)",,"Flood",,,120,"Kph","17.10","121.47",,,2010,7,12,2010,7,15,146,91,585383,0,585474,8675,0,0
2010,659,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Palawan (Region IV-B); Albay, Sorsogon, Catanduanes (Region V, Bicol); Bohol, Cebu (Region VII, Central Visayas); Eastern Samar, Leyte, Western Samar, Northern Samar, Southern Leyte (Region VIII); Camiguin, Lanao del Norte (Region X, Northern Mindanao); Compostela Valley, Davao Oriental, Davao del Norte, Davao del Sur (Region XI, Davao region); South Cobato (Region XII); Agusan del Norte, Agusan del Sur, Surigao del Norte, Surigao del Sur (Region XIII, Caraga); Maguindanao (ARMM)","Continuous rains due to tail-end of a cold front","Landslide / Mudslide",,,10773,"Km2","8,132","125,566",,,2010,12,24,2011,1,25,110,13,1972433,0,1972446,47411,0,0
2010,543,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon Megi (Juan)","Philippines","PHL","South-Eastern Asia","Asia","Aringuay, Bangar (La Union, Ilocos region); Bolinao (Pangasinan); Aparri, Claveria, Gonzaga, Iguig, Lasam, Rizal, Santa Aba, Santa Praxedes, Santa Teresita, Santo NIno, Tiao (Cagayan, Cagayan Valley); Dinapigue, Divilacan, San Mariano, Santa Maria (Isabela); Casiguran, Dilasag, Dinalungan (Auroa, Central Luzon); Bagio city, Itogon, La Trinidad, Tublay (Benguet, CAR); Pinukbuk, Tabuk (Kalinga, CAR); Tadian (Mountain province, CAR)",,,,,260,"Kph",,,,,2010,10,18,2010,10,18,35,42,2008984,0,2009026,275745,0,0
2010,383,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical storm Ester (Dianmu)","Philippines","PHL","South-Eastern Asia","Asia","Sitio Sabitan, Santo Rosario, Malolos city, Bulacan (REgion III); Navostas West, Navotas city (NCR); REgion IV-B",,"Transport Accidents",,,95,"Kph",,,,,2010,8,9,2010,8,9,31,0,1045,0,1045,0,0,0
2010,232,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Southern Midaneo Isl.","Torrential rain",,,,22340,"Km2","6.78","125.3",,,2010,5,28,2010,6,1,27,0,40000,0,40000,0,0,0
2010,585,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Isabela, Cagayan, Quirino provinces (Region II); Kalinga province (CAR); Aurora province (Region III)","Torrential rain","Landslide / Mudslide",,,15301,"Km2","17.71","121.8",,,2010,11,1,2010,11,10,16,0,450673,0,450673,0,0,0
2010,488,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Polomok, Koronadal city, Banga, Tupi (South Cotabato); Lambayong, Tacurong city (Sultan Kudarat); Marilog city (Davao city); Bukidnon (Kalilangan); Cagayan de Oro city (Misamis Oriental)","Heavy rains","Landslide / Mudslide",,,,"Km2",,,,,2010,9,10,2010,9,17,6,9,46704,0,46713,3156,0,0
2010,20,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Jabonga, Las Nieves, Santiago (Agusan del Norte); Mainit (Surigao Del Norte); Prosperidad, San Francisco (Agusan del Sur); Cagdianao, Loreto (Dinagat Island)","Heavy rains","Landslide / Mudslide",,,,"Km2",,,,,2010,1,14,2010,1,17,2,0,40198,0,40198,22,0,0
2010,31,"Natural","Hydrological","Mass Movement Wet","Landslide","--",,"Philippines","PHL","South-Eastern Asia","Asia","Valencia, Cagdianao province (Dinagat Islands)","Continuous heavy rains",,,,,,,,,,2010,1,1,2010,1,1,2,2,925,0,927,78,0,0
2010,33,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Naujan, Baco municipalities (Mindoro Oriental)","Heavy rains",,,,,,,,,"Bucayao, Mag-asawang Tubig rivers",2010,1,17,2010,1,17,1,0,15480,0,15480,0,0,0
2010,281,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Cotaboato city, Sultan Kudarat, Maguindanao","Heavy rains",,,,,,,,,,2010,6,1,2010,6,1,0,0,200000,0,200000,0,0,0
2010,371,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Sultan Kudarat, Pagalundan, Datu Montawal (Maguindnao); Lambayong (Sultan Kudarat); Kabacan North Cotabato ","Moderate and heavy rain",,,,,"Km2",,,,"Simuay river",2010,7,13,2010,7,31,0,0,80920,0,80920,0,0,0
2010,398,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Zamboanga city",,,,,,,,,,,2010,8,15,2010,8,15,0,0,505,0,505,0,0,0
2010,606,"Natural","Geophysical","Volcano","Volcanic eruption","--","Bulusan","Philippines","PHL","South-Eastern Asia","Asia","Casuguran, Juban, Irosin, Magallanes (Sorsogon province)",,,,,,"--",,,,,2010,11,9,2010,11,9,0,0,14161,0,14161,0,0,0
2011,21,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Southern Leyte (Eastern Visayas, Region VIII); Camiguin, Misamis Occidental, Misamis Oriental (Northern Mindanao, Region X); Compostela Valley (Davao region, Region XI); Agusan del Norte, Agusan del Sur, Dinagat Isl., Surigao del Norte, Surigao del Sur Masbate (Caraga, Region XIII); Sulu (ARMM)","Heavy rains","Landslide / Mudslide",,,3623,"Km2","940,044","125,779",,32342,2011,1,25,2011,2,7,23,164,638254,0,638418,12411,0,0
2011,44,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Jolo, Mindanao","Torrential rain",,,,44521,"Km2","124,865","709,527",,,2011,2,1,2011,2,4,11,0,2000,0,2000,0,0,0
2011,87,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Bohol (Central Visayas), Biliran, Esatern samar, Leyte, Northern Samar, Western Samar, Southern Leyte (Eastern Visayas), Lanao del Norte, Misamis Oriental (Northern Mindanao), South Cotabato (Soccsksargen), Surigao del Sur (Caraga)","Torrential rains","Landslide / Mudslide","Winds and Rains",,25963,"Km2","125,091","259.63",,,2011,3,14,2011,3,18,16,1,241776,0,241777,280,0,0
2011,101,"Natural","Geophysical","Volcano","Volcanic eruption","--","Bulusan","Philippines","PHL","South-Eastern Asia","Asia","Irosin, Julan, Bulan",,,,,,,"12Â°46.2N","124.Â°03E",,,2011,2,21,2011,2,21,0,0,32616,0,32616,0,0,0
2011,141,"Natural","Hydrological","Mass Movement Wet","Landslide","--",,"Philippines","PHL","South-Eastern Asia","Asia","Panganason-B., Kingking, Pantukan, Compostela Valley province (Mindanao)","Heavy rains",,,,,,,,,,2011,4,22,2011,4,22,24,14,560,0,574,0,0,0
2011,157,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon Bebeng (Aere)","Philippines","PHL","South-Eastern Asia","Asia","NCR; Bulacan, Zambales (Region III); Albay, Camarines Norte, Camarines Sur, Masbate, Sorsogon (Region V);  Cebu (Region VII); Eastern Samar, Leyte, Northern Samar, Western Samar (Region VIII)",,"Flood","Landslide / Mudslide",,,,,,,,2011,5,8,2011,5,11,37,11,430081,0,430092,31259,0,0
2011,203,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical storm \'Dodong\' (Sarika)","Philippines","PHL","South-Eastern Asia","Asia","Region IV-A, IV-B, III, NCR",,"Flood","Landslide / Mudslide",,,,,,,,2011,6,9,2011,6,10,9,1,1151,0,1152,,0,0
2011,204,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Bukidnon, Compostela Valley, Davao sel Sur, North Cotabato, Sultan Kudarat, Maguindanao provinces","Heavy rains","Landslide / Mudslide",,,71700,"Km2","8,306","125,208",,"Bulatukan, Pulabgui, Pagalungan, Simuay, Rio Grande, Tunggol, Maradugao, Malatipay, Saguirayan rivers",2011,5,31,2011,6,19,12,3,944778,0,944781,10666,0,0
2011,221,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Davao city (Mindanao)","Heavy rains",,,,6361,"Km2","739,811","126.05",,"Matina river",2011,6,28,2011,6,29,31,0,121005,0,121005,251,0,0
2011,231,"Natural","Meteorological","Storm","Tropical cyclone","--","Topical storm \'Meari\' (Falcon)","Philippines","PHL","South-Eastern Asia","Asia","NCR; Pangasinan (REgion I - Ilocos Norte); Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales (Region III - Central Luzon); Batangas, Cavite, Rizal (Region IV-A - Calabarzon); Albay, Camarines Sur (Region V - Bicol Region)",,"Flood","Landslide / Mudslide",,120,"Kph",,,,,2011,6,21,2011,6,25,20,4,1700085,0,1700089,12869,0,0
2011,244,"Natural","Hydrological","Mass Movement Wet","Landslide","--",,"Philippines","PHL","South-Eastern Asia","Asia","Bukkidnon (Mindanao Isl.)","Heavy rains",,,,,,,,,,2011,7,4,2011,7,4,5,5,0,0,5,0,0,0
2011,272,"Natural","Meteorological","Storm","Tropical cyclone","--","Topical storm Juaning (Nock-ten)","Philippines","PHL","South-Eastern Asia","Asia","La Pinas (NCR); Nueva Ecija (Region III); Cavite, Quezon (Region IV-A); Marinduque (Region IV-B); Albay, Catanduanes, Camarines Sur, Camarinas Norte, Sorsogon, Masbate (Region V); Iloilo (Region IV); Siquijor (Region VII); Leyte (Region VIII); Ifugao (CAR)",,"Flood","Landslide / Mudslide",,,,,,,,2011,7,26,2011,7,27,84,53,1108171,0,1108224,63258,0,0
2011,279,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon \'Kabayan\' (Muifa)","Philippines","PHL","South-Eastern Asia","Asia","Mandaluyong, Marikina, Quezon, San Juan cities (NCR); Japalit (Pampanga), Paniqui (Tarlac) - Region III; Calatagan, Malvar (Batangas), Antopolo city, Rodriguez, San Mateo (Rizal) - Region IV",,"Flood","Landslide / Mudslide",,165,"Kph",,,,,2011,8,2,2011,8,2,11,5,8418,0,8423,59,0,0
2011,301,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Jaro, Manduriao, Arevalo districts (Iloilo city)","Continuous rains",,,,,"Km2",,,,,2011,8,5,2011,8,5,0,0,2060,0,2060,0,0,0
2011,305,"Natural","Hydrological","Mass Movement Wet","Landslide","--",,"Philippines","PHL","South-Eastern Asia","Asia","Subic (Zambales); Mindoro; Zamboanga del Norte","Heavy rains",,,,,,,,,,2011,8,5,2011,8,5,0,0,310,0,310,0,0,0
2011,341,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon Mina (Nanmadol)","Philippines","PHL","South-Eastern Asia","Asia","Quezon city (NCR); Pangasinan, Ilocos Norte, Ilocos Sur (Region I); Zambales, Bulacan (Region III); Iloilo (Region IV); Benguet, Abra, Mt Province (CAR); Catanduanes (REhion IV); Zambagua del Sur (Rehion IX)",,,,,,,,,,,2011,8,27,2011,8,29,43,37,403193,0,403230,34452,0,0
2011,367,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Polomolok (Soith Cotabato)",,,,,,,,,,,2011,9,19,2011,9,19,0,0,274,0,274,115,0,0
2011,378,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon Quiel (Nalgae)","Philippines","PHL","South-Eastern Asia","Asia","Ilocos Sur, La Union, Pangasinan (Region I - ILOCOS Region); Cagayan, Isabela, Nueva Vizcaya, Quirino (Region II - Cagayan Valley); Aurora, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales (Region III - Central Luzon); Apayao, Benguet, Ifugao, Kalinga, Mountain Province (CAR Region);",,"Landslide / Mudslide",,,,,,,,,2011,10,1,2011,10,1,25,12,1113763,0,1113775,2655,0,0
2011,379,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon Pedring (Nesat)","Philippines","PHL","South-Eastern Asia","Asia","NCR; Ilocos Norte, Ilocos Sur, Pangasinan (Region I - Ilocos region); Cagayan, Isabela, Nueva Vizcaya, Quirino (Region II - Cagayan Valley); Aurora, Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales (Region III - Central Luzon); Batangas, Cavite, Laguna, Quezon, Rizal (Region IV-A - Calabarzon); Occidental Mindoro, Oriental Mindoro, Romblon (Region IV-B - Mimaropa); Albay, Camarines Norte, Camarines Sur, Catanduanes (Region V - Bicol); Antique, Iloilo (Region VI - Western Visayas); Abra, Apayao, Benguet, Ifugao, Kalinga, Mountain Province (Region IV) ",,,,,,,,,,,2011,9,24,2011,9,24,103,91,3030755,0,3030846,344173,0,0
2011,380,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Bobuntogan, Jasaan, Misamis Oriental",,,,,,,,,,,2011,10,7,2011,10,7,0,0,185,0,185,0,0,0
2011,384,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical Storm Ramon (Banyan)","Philippines","PHL","South-Eastern Asia","Asia","Oriental Mindoro, Romblon (Region IV-B - Mimaropa); Capiz, Iloilo, Negros Occidental (Region VI - Western Visayas); Cebu (Region VII - Central Visayas); Southern Leyte (Region VIII - Eastern Visayas); Misamis Oriental (Region X - Northern Mindanao); South Cotabato (Region XII - Soccskargen); Dinagat Isl. (Region XIII - Caraga)",,,,,,,,,,,2011,10,13,2011,10,13,11,6,75632,0,75638,0,0,0
2011,393,"Natural","Biological","Epidemic","Bacterial Infectious Diseases","--","Diarrhoea ","Philippines","PHL","South-Eastern Asia","Asia","Tinoto, Massim (Sarangani province)","Contaminated water supply",,,,,,,,,,2011,10,11,2011,10,18,3,200,54,0,254,0,0,0
2011,445,"Natural","Geophysical","Earthquake (seismic activity)","Earthquake (ground shaking)","--",,"Philippines","PHL","South-Eastern Asia","Asia","Valencia (Bukidnon, Mindano Isl.)",,,,,"5.2","Richter","7.90 N","125.00 E",,,2011,11,7,2011,11,7,0,3,25,0,28,0,0,0
2011,468,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Cagayan, Isabela (Region II); Aurora (Region III); Capiz (Region VI); Aklan ",,"Landslide / Mudslide",,,,,,,,,2011,11,14,2011,11,17,5,13,16178,0,16191,183,0,0
2011,469,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Carmen, Braulio Dujali (Davao del Norte)","Torrential rain",,,,3076,"Km2","8,085","125,927",,,2011,11,9,2011,11,14,0,0,8610,0,8610,178881,0,0
2011,519,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical storm Washi (Sendong)","Philippines","PHL","South-Eastern Asia","Asia","Cagayan de Oro (Mindanao); Negros Oriental, Czbu (Region VII); Zamboanga del Norte (Region IX); Misamis Oriental, Lanao del Norte, Bukidnon (Region X); Compostela Valley (Region XI); Surigao del Sur (Caraga); Lanao del Sur (ARMM)",,"Flood","Landslide / Mudslide",,,"Kph","8,526","124,875",,,2011,12,15,2011,12,18,1439,6071,1144229,0,1150300,38082,0,0
2011,540,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Catanduanes (Region V - Bicol); Aklan, Capiz, Negros Occidental (Region VI - Western Visayas); Cebu (Region VII - Central Visayas); Leyte, Southern Leyte (Region VIII- Eastern Visayas); Bukidnon (Region X - Northern Mindanao); Compostela valley, Davao del Norte (Region XI - Davao Region); Agusan del Surn Dinagat Isl., Surigao del Norte, Surigao del Sur (Region XIII - Caraga)","Low Pressure Area and Tail End of the Cold FRont",,,,,"Km2",,,,,2011,12,25,2011,12,28,12,9,171800,0,171809,0,0,0
2011,542,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Casigurab, Dilasag (Aurora, Region III); Isabela, Cagayan (Region II); Region III","Monsoonal rain",,,,,,,,,,2011,12,21,2011,12,21,10,0,39520,0,39520,0,0,0
2011,545,"Natural","Biological","Epidemic","Viral Infectious Diseases","--","Dengue","Philippines","PHL","South-Eastern Asia","Asia","Cavite, Laguna, Batangas, Rizal, Quezon provinces",,,,,,,,,,,2011,1,1,2011,8,"--",33,0,6778,0,6778,0,0,0
2011,555,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon Chedeng (Songda)","Philippines","PHL","South-Eastern Asia","Asia","Taguig city (NCR); Isabela (Region II - Cagayan valley); Albay, Camarines Norte, Camarines Sur, Catanduanes, Sorsogon (Region V - Bicol region); Zamboanga del Sur (Region IX - Zamboanga Peninsula ); Bukidnon (Region X - Northern Mindanao); Compostela valley, Davao del Norte (Region XI - Davao region); Lanao del Sur, Maguindanao (ARMM)",,"Flood",,,,,,,,,2011,5,20,2011,5,29,0,0,446907,0,446907,431,0,0
2011,562,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","EB Magalona, Victorias city","Continuous rain",,,,,,,,,,2011,5,5,2011,5,5,0,0,30858,0,30858,0,0,0
2011,563,"Natural","Biological","Epidemic","Bacterial Infectious Diseases","--","Cholera","Philippines","PHL","South-Eastern Asia","Asia","Palawan",,,,,,,,,,,2011,3,1,2011,4,18,20,0,563,0,563,0,0,0
2011,564,"Natural","Geophysical","Volcano","Volcanic eruption","--","Taal volcano","Philippines","PHL","South-Eastern Asia","Asia","Talisay, San Nicholas, Balete",,,,,,,,,,,2011,3,17,2011,4,18,0,0,1315,0,1315,0,0,0
